date;time;;open;high;low;close
31.12.2020;19;25;1,22161;1,22166;1,22154;1,22154
31.12.2020;19;30;1,22154;1,22172;1,22151;1,22172
31.12.2020;19;35;1,22172;1,22192;1,22172;1,22176
31.12.2020;19;40;1,22177;1,22184;1,22156;1,22156
31.12.2020;19;45;1,22159;1,22159;1,2213;1,22139
31.12.2020;19;50;1,22139;1,22165;1,22139;1,22156
31.12.2020;19;55;1,22155;1,22182;1,2215;1,22158
31.12.2020;20;0;1,22159;1,22178;1,22143;1,22177
31.12.2020;20;5;1,22177;1,22194;1,22177;1,22192
31.12.2020;20;10;1,22192;1,22279;1,22177;1,22266
31.12.2020;20;15;1,22264;1,22273;1,22223;1,22223
31.12.2020;20;20;1,22222;1,22222;1,222;1,222
31.12.2020;20;25;1,22196;1,22217;1,22192;1,22199
31.12.2020;20;30;1,22198;1,22214;1,22192;1,222
31.12.2020;20;35;1,22199;1,22204;1,22192;1,22202
31.12.2020;20;40;1,222;1,222;1,22183;1,22187
31.12.2020;20;45;1,22187;1,22196;1,22168;1,2217
31.12.2020;20;50;1,22171;1,22182;1,22153;1,22175
31.12.2020;20;55;1,22175;1,2218;1,22135;1,22141
03.01.2021;21;0;1,22396;1,2242;1,22296;1,22347
03.01.2021;21;5;1,22347;1,22347;1,22298;1,22322
03.01.2021;21;10;1,2231;1,22319;1,22309;1,22315
03.01.2021;21;15;1,22324;1,22365;1,22324;1,22356
03.01.2021;21;20;1,22356;1,22356;1,22341;1,22341
03.01.2021;21;25;1,2235;1,22387;1,22345;1,2237
03.01.2021;21;30;1,22367;1,224;1,22325;1,2236
03.01.2021;21;35;1,2236;1,22371;1,22338;1,22354
03.01.2021;21;40;1,22353;1,22367;1,22339;1,22339
03.01.2021;21;45;1,2234;1,22348;1,22336;1,22343
03.01.2021;21;50;1,22342;1,22343;1,22333;1,22333
03.01.2021;21;55;1,22332;1,22347;1,22325;1,22333
03.01.2021;22;0;1,22331;1,22412;1,22318;1,22333
03.01.2021;22;5;1,22334;1,22373;1,22304;1,22366
03.01.2021;22;10;1,22365;1,22401;1,22365;1,22392
03.01.2021;22;15;1,22392;1,22394;1,22354;1,2236
03.01.2021;22;20;1,22359;1,22361;1,22336;1,22359
03.01.2021;22;25;1,22359;1,22406;1,22357;1,22398
03.01.2021;22;30;1,22397;1,22437;1,22394;1,22433
03.01.2021;22;35;1,22432;1,22448;1,22413;1,22448
03.01.2021;22;40;1,22447;1,22481;1,22443;1,2247
03.01.2021;22;45;1,2247;1,22514;1,22435;1,22507
03.01.2021;22;50;1,22508;1,22527;1,2248;1,225
03.01.2021;22;55;1,225;1,22508;1,22482;1,225
03.01.2021;23;0;1,22499;1,22499;1,22429;1,22431
03.01.2021;23;5;1,22431;1,22471;1,22426;1,22461
03.01.2021;23;10;1,2246;1,22491;1,22449;1,22454
03.01.2021;23;15;1,22454;1,22458;1,22415;1,22444
03.01.2021;23;20;1,22445;1,22449;1,22406;1,22435
03.01.2021;23;25;1,22435;1,22474;1,22435;1,22454
03.01.2021;23;30;1,22454;1,22455;1,22407;1,22414
03.01.2021;23;35;1,22415;1,22429;1,22385;1,22422
03.01.2021;23;40;1,22422;1,22423;1,22399;1,2241
03.01.2021;23;45;1,22413;1,22439;1,2241;1,22414
03.01.2021;23;50;1,22413;1,2243;1,22396;1,22413
03.01.2021;23;55;1,22414;1,22419;1,22395;1,22407
04.01.2021;0;0;1,22408;1,22427;1,22397;1,22416
04.01.2021;0;5;1,22416;1,22497;1,22416;1,2249
04.01.2021;0;10;1,22489;1,22502;1,22471;1,22476
04.01.2021;0;15;1,22476;1,22487;1,22448;1,22454
04.01.2021;0;20;1,22455;1,22475;1,22444;1,22472
04.01.2021;0;25;1,22472;1,22484;1,22428;1,22445
04.01.2021;0;30;1,22446;1,22459;1,22414;1,22417
04.01.2021;0;35;1,22418;1,22475;1,22418;1,22474
04.01.2021;0;40;1,22475;1,22551;1,22475;1,22502
04.01.2021;0;45;1,22501;1,2254;1,22487;1,22534
04.01.2021;0;50;1,22532;1,22556;1,22515;1,22523
04.01.2021;0;55;1,22527;1,22541;1,22521;1,22525
04.01.2021;1;0;1,22524;1,22557;1,22508;1,2255
04.01.2021;1;5;1,2255;1,22581;1,2255;1,22571
04.01.2021;1;10;1,22572;1,2258;1,22546;1,2256
04.01.2021;1;15;1,2256;1,22578;1,22543;1,2257
04.01.2021;1;20;1,22569;1,2257;1,22509;1,22514
04.01.2021;1;25;1,22515;1,22567;1,22509;1,22546
04.01.2021;1;30;1,22548;1,22584;1,22541;1,22558
04.01.2021;1;35;1,22559;1,22561;1,22494;1,22499
04.01.2021;1;40;1,22499;1,22533;1,22498;1,2252
04.01.2021;1;45;1,22519;1,22542;1,22518;1,22534
04.01.2021;1;50;1,22535;1,22536;1,22502;1,2251
04.01.2021;1;55;1,22511;1,22539;1,22503;1,22538
04.01.2021;2;0;1,2254;1,22552;1,22503;1,22504
04.01.2021;2;5;1,22503;1,22533;1,22499;1,22533
04.01.2021;2;10;1,22532;1,2255;1,22527;1,22541
04.01.2021;2;15;1,22538;1,22548;1,22525;1,22547
04.01.2021;2;20;1,22549;1,22576;1,22543;1,22549
04.01.2021;2;25;1,22553;1,22573;1,22545;1,22573
04.01.2021;2;30;1,22573;1,22576;1,22487;1,22495
04.01.2021;2;35;1,22494;1,22533;1,22485;1,22527
04.01.2021;2;40;1,22527;1,22548;1,22518;1,2254
04.01.2021;2;45;1,22539;1,22577;1,22536;1,22567
04.01.2021;2;50;1,22567;1,22569;1,22537;1,22539
04.01.2021;2;55;1,22538;1,22549;1,22515;1,22549
04.01.2021;3;0;1,2255;1,2255;1,22517;1,22523
04.01.2021;3;5;1,22523;1,22536;1,22515;1,22515
04.01.2021;3;10;1,22514;1,22524;1,22507;1,22513
04.01.2021;3;15;1,22512;1,22516;1,22502;1,22503
04.01.2021;3;20;1,22505;1,22506;1,22479;1,22486
04.01.2021;3;25;1,22485;1,22509;1,22483;1,22489
04.01.2021;3;30;1,2249;1,22499;1,22447;1,22447
04.01.2021;3;35;1,22447;1,22469;1,22436;1,22449
04.01.2021;3;40;1,22449;1,22471;1,22446;1,22467
04.01.2021;3;45;1,22465;1,22468;1,22453;1,22454
04.01.2021;3;50;1,22452;1,2248;1,22449;1,22478
04.01.2021;3;55;1,22477;1,22488;1,22466;1,22488
04.01.2021;4;0;1,22489;1,22492;1,22475;1,22475
04.01.2021;4;5;1,22475;1,22485;1,22465;1,22484
04.01.2021;4;10;1,22483;1,22494;1,22462;1,22462
04.01.2021;4;15;1,22463;1,22466;1,22413;1,22434
04.01.2021;4;20;1,22435;1,22441;1,22422;1,22425
04.01.2021;4;25;1,22425;1,22451;1,22425;1,22444
04.01.2021;4;30;1,22445;1,22472;1,22445;1,22467
04.01.2021;4;35;1,22466;1,22476;1,2246;1,22473
04.01.2021;4;40;1,22473;1,22479;1,22461;1,22461
04.01.2021;4;45;1,22461;1,22482;1,22455;1,22481
04.01.2021;4;50;1,22481;1,22499;1,22481;1,22495
04.01.2021;4;55;1,22496;1,22593;1,22496;1,22551
04.01.2021;5;0;1,22553;1,22564;1,2253;1,22543
04.01.2021;5;5;1,22544;1,22544;1,22491;1,22515
04.01.2021;5;10;1,22514;1,22531;1,22461;1,22461
04.01.2021;5;15;1,22463;1,22475;1,2244;1,22452
04.01.2021;5;20;1,22451;1,2246;1,2242;1,22443
04.01.2021;5;25;1,22441;1,22473;1,22433;1,22454
04.01.2021;5;30;1,22456;1,22489;1,22456;1,22486
04.01.2021;5;35;1,22487;1,22513;1,22487;1,22502
04.01.2021;5;40;1,22507;1,2253;1,22504;1,22509
04.01.2021;5;45;1,22506;1,2254;1,22504;1,22528
04.01.2021;5;50;1,22527;1,2254;1,22517;1,2254
04.01.2021;5;55;1,22542;1,22577;1,22538;1,22562
04.01.2021;6;0;1,22562;1,22594;1,22538;1,22583
04.01.2021;6;5;1,22583;1,22626;1,22551;1,22616
04.01.2021;6;10;1,22615;1,2266;1,22612;1,22631
04.01.2021;6;15;1,22627;1,22684;1,2262;1,22669
04.01.2021;6;20;1,22668;1,22668;1,22598;1,22608
04.01.2021;6;25;1,22611;1,22658;1,2261;1,22652
04.01.2021;6;30;1,22652;1,22665;1,22634;1,22661
04.01.2021;6;35;1,22661;1,22677;1,22637;1,22676
04.01.2021;6;40;1,22677;1,22679;1,22654;1,2267
04.01.2021;6;45;1,22673;1,22688;1,2265;1,22667
04.01.2021;6;50;1,22668;1,22668;1,22576;1,22578
04.01.2021;6;55;1,22577;1,2264;1,22566;1,22637
04.01.2021;7;0;1,22637;1,22698;1,2262;1,22689
04.01.2021;7;5;1,22688;1,22708;1,22659;1,22674
04.01.2021;7;10;1,22676;1,2271;1,22662;1,22689
04.01.2021;7;15;1,22687;1,22742;1,22656;1,22709
04.01.2021;7;20;1,22707;1,22721;1,22662;1,22682
04.01.2021;7;25;1,22683;1,22732;1,22672;1,22722
04.01.2021;7;30;1,22721;1,22809;1,22712;1,22774
04.01.2021;7;35;1,22774;1,22825;1,22767;1,22814
04.01.2021;7;40;1,22813;1,22861;1,22802;1,22849
04.01.2021;7;45;1,2285;1,22854;1,228;1,22843
04.01.2021;7;50;1,22846;1,22848;1,22798;1,22821
04.01.2021;7;55;1,2282;1,22847;1,22809;1,2281
04.01.2021;8;0;1,22811;1,22847;1,2279;1,22836
04.01.2021;8;5;1,22837;1,22851;1,22821;1,2283
04.01.2021;8;10;1,22829;1,22855;1,22817;1,22822
04.01.2021;8;15;1,22821;1,22932;1,2282;1,22917
04.01.2021;8;20;1,22916;1,22949;1,22914;1,22918
04.01.2021;8;25;1,2292;1,22951;1,2292;1,2294
04.01.2021;8;30;1,2294;1,22957;1,22928;1,22957
04.01.2021;8;35;1,22957;1,23005;1,22948;1,22983
04.01.2021;8;40;1,22984;1,22997;1,22964;1,22969
04.01.2021;8;45;1,22969;1,2298;1,22923;1,22946
04.01.2021;8;50;1,22946;1,22946;1,22892;1,22907
04.01.2021;8;55;1,22906;1,2296;1,22905;1,22933
04.01.2021;9;0;1,22934;1,22949;1,22919;1,22938
04.01.2021;9;5;1,22938;1,22983;1,2292;1,22979
04.01.2021;9;10;1,22978;1,22997;1,22963;1,22991
04.01.2021;9;15;1,22992;1,22997;1,22925;1,22936
04.01.2021;9;20;1,22935;1,22937;1,22906;1,22912
04.01.2021;9;25;1,22911;1,22927;1,22897;1,22927
04.01.2021;9;30;1,22926;1,22943;1,229;1,22908
04.01.2021;9;35;1,22907;1,22916;1,22897;1,22907
04.01.2021;9;40;1,22906;1,22952;1,22904;1,2293
04.01.2021;9;45;1,2293;1,22983;1,2293;1,22981
04.01.2021;9;50;1,22979;1,22979;1,22906;1,22913
04.01.2021;9;55;1,22915;1,22944;1,2291;1,22922
04.01.2021;10;0;1,22922;1,22983;1,22921;1,22974
04.01.2021;10;5;1,22973;1,22994;1,22936;1,22937
04.01.2021;10;10;1,2294;1,22967;1,2294;1,22965
04.01.2021;10;15;1,22966;1,22977;1,22942;1,22953
04.01.2021;10;20;1,22953;1,2296;1,22932;1,22953
04.01.2021;10;25;1,22952;1,22983;1,22922;1,22973
04.01.2021;10;30;1,22974;1,22989;1,22958;1,22958
04.01.2021;10;35;1,22958;1,22967;1,22946;1,22957
04.01.2021;10;40;1,22959;1,22981;1,22935;1,22951
04.01.2021;10;45;1,22952;1,22957;1,22922;1,22943
04.01.2021;10;50;1,22945;1,22972;1,22944;1,22968
04.01.2021;10;55;1,2297;1,22985;1,22912;1,2293
04.01.2021;11;0;1,2293;1,2293;1,2287;1,22899
04.01.2021;11;5;1,229;1,22927;1,22892;1,22924
04.01.2021;11;10;1,22925;1,22944;1,22914;1,2294
04.01.2021;11;15;1,22941;1,22962;1,22916;1,22961
04.01.2021;11;20;1,22962;1,22998;1,2296;1,22981
04.01.2021;11;25;1,22982;1,22998;1,22979;1,22991
04.01.2021;11;30;1,22992;1,23;1,22969;1,22973
04.01.2021;11;35;1,22975;1,22982;1,22942;1,22944
04.01.2021;11;40;1,22945;1,22967;1,22942;1,22949
04.01.2021;11;45;1,22951;1,22957;1,22939;1,22952
04.01.2021;11;50;1,22952;1,22984;1,22952;1,2296
04.01.2021;11;55;1,22961;1,2306;1,22954;1,23032
04.01.2021;12;0;1,23032;1,23051;1,23014;1,23016
04.01.2021;12;5;1,23018;1,23018;1,22966;1,22966
04.01.2021;12;10;1,22969;1,22981;1,2295;1,22952
04.01.2021;12;15;1,22955;1,2299;1,22933;1,2299
04.01.2021;12;20;1,2299;1,22995;1,22883;1,22884
04.01.2021;12;25;1,22885;1,229;1,22862;1,22883
04.01.2021;12;30;1,22884;1,22935;1,22884;1,22918
04.01.2021;12;35;1,22915;1,22993;1,22915;1,2297
04.01.2021;12;40;1,22969;1,22999;1,22946;1,22999
04.01.2021;12;45;1,22998;1,23041;1,22967;1,22968
04.01.2021;12;50;1,22969;1,22985;1,2293;1,22932
04.01.2021;12;55;1,2293;1,23006;1,22919;1,22986
04.01.2021;13;0;1,22988;1,23035;1,22953;1,22957
04.01.2021;13;5;1,22957;1,22983;1,22936;1,22962
04.01.2021;13;10;1,22962;1,23012;1,22941;1,2298
04.01.2021;13;15;1,2298;1,22988;1,2294;1,22967
04.01.2021;13;20;1,22967;1,23036;1,22964;1,23019
04.01.2021;13;25;1,2302;1,23096;1,23015;1,23063
04.01.2021;13;30;1,23063;1,23079;1,22969;1,22987
04.01.2021;13;35;1,22986;1,23003;1,22899;1,22933
04.01.2021;13;40;1,22932;1,23007;1,22928;1,22996
04.01.2021;13;45;1,22995;1,23041;1,22952;1,22983
04.01.2021;13;50;1,22984;1,23009;1,2289;1,22904
04.01.2021;13;55;1,22903;1,22919;1,22836;1,22892
04.01.2021;14;0;1,22892;1,22908;1,22831;1,22833
04.01.2021;14;5;1,22834;1,22867;1,22741;1,22749
04.01.2021;14;10;1,2275;1,22794;1,22732;1,22788
04.01.2021;14;15;1,22788;1,22821;1,22772;1,22814
04.01.2021;14;20;1,22813;1,22813;1,22749;1,22759
04.01.2021;14;25;1,2276;1,22774;1,22711;1,22711
04.01.2021;14;30;1,22709;1,22729;1,22653;1,22713
04.01.2021;14;35;1,22714;1,22736;1,22665;1,22693
04.01.2021;14;40;1,22694;1,22718;1,22678;1,2271
04.01.2021;14;45;1,22709;1,22722;1,22602;1,22706
04.01.2021;14;50;1,22708;1,22708;1,22646;1,22669
04.01.2021;14;55;1,22669;1,22735;1,22649;1,22716
04.01.2021;15;0;1,22716;1,22747;1,22703;1,22736
04.01.2021;15;5;1,22736;1,22751;1,22691;1,22697
04.01.2021;15;10;1,22697;1,22773;1,22666;1,22755
04.01.2021;15;15;1,22754;1,2277;1,22724;1,22748
04.01.2021;15;20;1,22743;1,2275;1,22692;1,22702
04.01.2021;15;25;1,22702;1,22718;1,22667;1,22673
04.01.2021;15;30;1,22672;1,2271;1,22637;1,22696
04.01.2021;15;35;1,22693;1,22696;1,22631;1,22635
04.01.2021;15;40;1,22635;1,22652;1,22599;1,22624
04.01.2021;15;45;1,22624;1,2265;1,22605;1,22631
04.01.2021;15;50;1,2263;1,2264;1,22576;1,22579
04.01.2021;15;55;1,22578;1,22578;1,22524;1,22535
04.01.2021;16;0;1,22535;1,22567;1,2253;1,22538
04.01.2021;16;5;1,22539;1,22568;1,2253;1,22566
04.01.2021;16;10;1,22567;1,22569;1,22503;1,22523
04.01.2021;16;15;1,22523;1,22551;1,22501;1,22546
04.01.2021;16;20;1,22546;1,22597;1,22536;1,22596
04.01.2021;16;25;1,22595;1,226;1,22581;1,22589
04.01.2021;16;30;1,22588;1,22592;1,22555;1,22571
04.01.2021;16;35;1,22573;1,22611;1,22564;1,22569
04.01.2021;16;40;1,22569;1,22576;1,2255;1,22567
04.01.2021;16;45;1,22566;1,22566;1,225;1,22505
04.01.2021;16;50;1,22507;1,22536;1,22502;1,22534
04.01.2021;16;55;1,22532;1,22556;1,22521;1,2253
04.01.2021;17;0;1,2253;1,22566;1,22513;1,22536
04.01.2021;17;5;1,22537;1,22546;1,22459;1,22463
04.01.2021;17;10;1,22463;1,22518;1,22452;1,22492
04.01.2021;17;15;1,22493;1,22507;1,22488;1,22494
04.01.2021;17;20;1,22497;1,22504;1,22477;1,22495
04.01.2021;17;25;1,22495;1,22506;1,22478;1,22496
04.01.2021;17;30;1,22496;1,22501;1,22424;1,22429
04.01.2021;17;35;1,22428;1,22482;1,22426;1,22479
04.01.2021;17;40;1,22479;1,22482;1,2245;1,22454
04.01.2021;17;45;1,22455;1,22463;1,22441;1,22446
04.01.2021;17;50;1,22447;1,22451;1,22437;1,22448
04.01.2021;17;55;1,22448;1,22513;1,22446;1,22509
04.01.2021;18;0;1,22507;1,22514;1,22474;1,22489
04.01.2021;18;5;1,22488;1,22491;1,22446;1,22446
04.01.2021;18;10;1,22447;1,22486;1,22437;1,22485
04.01.2021;18;15;1,22483;1,22492;1,22466;1,22474
04.01.2021;18;20;1,22472;1,22485;1,2247;1,22483
04.01.2021;18;25;1,22482;1,22484;1,22475;1,22479
04.01.2021;18;30;1,22478;1,22489;1,22467;1,2248
04.01.2021;18;35;1,22481;1,22503;1,22468;1,22489
04.01.2021;18;40;1,22489;1,22507;1,22485;1,225
04.01.2021;18;45;1,22499;1,22506;1,22488;1,22497
04.01.2021;18;50;1,22496;1,225;1,22462;1,22495
04.01.2021;18;55;1,22496;1,22523;1,22474;1,2252
04.01.2021;19;0;1,22519;1,22521;1,22465;1,22468
04.01.2021;19;5;1,22466;1,22483;1,22438;1,22452
04.01.2021;19;10;1,22452;1,22484;1,22452;1,22479
04.01.2021;19;15;1,22478;1,22483;1,22464;1,22482
04.01.2021;19;20;1,22484;1,22489;1,22461;1,22465
04.01.2021;19;25;1,22465;1,22472;1,22448;1,22455
04.01.2021;19;30;1,22454;1,22458;1,22418;1,22429
04.01.2021;19;35;1,22429;1,2244;1,22413;1,22438
04.01.2021;19;40;1,22437;1,2246;1,22437;1,22442
04.01.2021;19;45;1,22443;1,22464;1,22416;1,22423
04.01.2021;19;50;1,22422;1,22445;1,22422;1,22427
04.01.2021;19;55;1,22426;1,22493;1,22419;1,2249
04.01.2021;20;0;1,22491;1,22496;1,22464;1,22464
04.01.2021;20;5;1,22468;1,2248;1,22432;1,22433
04.01.2021;20;10;1,22434;1,22483;1,22432;1,2248
04.01.2021;20;15;1,2248;1,22481;1,22458;1,22458
04.01.2021;20;20;1,22458;1,22458;1,2242;1,22434
04.01.2021;20;25;1,22435;1,22444;1,22421;1,22421
04.01.2021;20;30;1,22421;1,2245;1,22416;1,22447
04.01.2021;20;35;1,22445;1,22469;1,22444;1,22464
04.01.2021;20;40;1,22465;1,22475;1,22448;1,2247
04.01.2021;20;45;1,22468;1,22497;1,22457;1,22497
04.01.2021;20;50;1,22498;1,2252;1,22497;1,22504
04.01.2021;20;55;1,22503;1,22522;1,22468;1,22473
04.01.2021;21;0;1,22463;1,22514;1,22432;1,22441
04.01.2021;21;5;1,22445;1,22526;1,22445;1,22517
04.01.2021;21;10;1,22503;1,22515;1,22502;1,22507
04.01.2021;21;15;1,22507;1,22508;1,22462;1,22474
04.01.2021;21;20;1,22473;1,22506;1,22473;1,22505
04.01.2021;21;25;1,22505;1,22505;1,22496;1,22501
04.01.2021;21;30;1,22501;1,22504;1,22494;1,22503
04.01.2021;21;35;1,22499;1,22508;1,22498;1,22498
04.01.2021;21;40;1,22501;1,22501;1,22496;1,22496
04.01.2021;21;45;1,22497;1,22505;1,22496;1,22505
04.01.2021;21;50;1,22505;1,22506;1,22499;1,22502
04.01.2021;21;55;1,22502;1,22504;1,22497;1,22504
04.01.2021;22;0;1,22503;1,22504;1,22473;1,22474
04.01.2021;22;5;1,22474;1,2248;1,2247;1,22477
04.01.2021;22;10;1,2248;1,22528;1,2248;1,22522
04.01.2021;22;15;1,22519;1,22534;1,22507;1,22522
04.01.2021;22;20;1,22522;1,22524;1,22509;1,2251
04.01.2021;22;25;1,22508;1,22508;1,22475;1,2248
04.01.2021;22;30;1,22484;1,22526;1,22484;1,22526
04.01.2021;22;35;1,22525;1,22526;1,22505;1,2252
04.01.2021;22;40;1,2252;1,22527;1,22511;1,22511
04.01.2021;22;45;1,22513;1,22533;1,22511;1,22511
04.01.2021;22;50;1,22514;1,2252;1,22499;1,22511
04.01.2021;22;55;1,22513;1,22525;1,2251;1,22525
04.01.2021;23;0;1,22525;1,22527;1,22497;1,225
04.01.2021;23;5;1,22501;1,22504;1,2247;1,22502
04.01.2021;23;10;1,22503;1,2251;1,22494;1,22494
04.01.2021;23;15;1,22495;1,22503;1,22489;1,22493
04.01.2021;23;20;1,22494;1,22506;1,22493;1,22499
04.01.2021;23;25;1,22497;1,22525;1,22497;1,22524
04.01.2021;23;30;1,22525;1,22549;1,22517;1,22548
04.01.2021;23;35;1,22547;1,22552;1,22532;1,22547
04.01.2021;23;40;1,22549;1,22551;1,22531;1,22544
04.01.2021;23;45;1,22543;1,22556;1,22534;1,22556
04.01.2021;23;50;1,22557;1,22569;1,22537;1,22553
04.01.2021;23;55;1,22555;1,22562;1,22544;1,22555
05.01.2021;0;0;1,22555;1,22577;1,22548;1,22566
05.01.2021;0;5;1,22566;1,22585;1,22566;1,22576
05.01.2021;0;10;1,22575;1,22597;1,22562;1,22597
05.01.2021;0;15;1,22596;1,22629;1,22578;1,2261
05.01.2021;0;20;1,2261;1,22617;1,22602;1,22613
05.01.2021;0;25;1,22613;1,22627;1,22604;1,2262
05.01.2021;0;30;1,2262;1,22625;1,22602;1,22625
05.01.2021;0;35;1,22624;1,22626;1,22603;1,22617
05.01.2021;0;40;1,22617;1,22622;1,22587;1,22595
05.01.2021;0;45;1,22596;1,22596;1,2257;1,22584
05.01.2021;0;50;1,22585;1,226;1,22575;1,22575
05.01.2021;0;55;1,22576;1,22591;1,22566;1,22569
05.01.2021;1;0;1,2257;1,22586;1,2257;1,22578
05.01.2021;1;5;1,22579;1,22579;1,22569;1,22576
05.01.2021;1;10;1,22577;1,22614;1,22575;1,22606
05.01.2021;1;15;1,22608;1,22613;1,22597;1,22605
05.01.2021;1;20;1,22605;1,22618;1,22601;1,22617
05.01.2021;1;25;1,22617;1,22649;1,22607;1,22647
05.01.2021;1;30;1,22646;1,22659;1,22642;1,22653
05.01.2021;1;35;1,22654;1,22701;1,22649;1,22698
05.01.2021;1;40;1,22698;1,227;1,22664;1,22689
05.01.2021;1;45;1,22686;1,22686;1,22663;1,22666
05.01.2021;1;50;1,22668;1,2269;1,22668;1,22675
05.01.2021;1;55;1,22676;1,22729;1,22675;1,22704
05.01.2021;2;0;1,22704;1,22713;1,22687;1,22687
05.01.2021;2;5;1,2269;1,22708;1,22677;1,22701
05.01.2021;2;10;1,22702;1,22733;1,227;1,22732
05.01.2021;2;15;1,22732;1,2275;1,22731;1,2274
05.01.2021;2;20;1,2274;1,22748;1,22713;1,22713
05.01.2021;2;25;1,22713;1,22753;1,22707;1,22753
05.01.2021;2;30;1,22751;1,22767;1,22747;1,22757
05.01.2021;2;35;1,22756;1,22765;1,22749;1,2275
05.01.2021;2;40;1,22751;1,22752;1,22718;1,22722
05.01.2021;2;45;1,22723;1,22725;1,22691;1,22691
05.01.2021;2;50;1,22691;1,22706;1,22675;1,22699
05.01.2021;2;55;1,22698;1,22731;1,22698;1,22729
05.01.2021;3;0;1,22727;1,22727;1,22701;1,22717
05.01.2021;3;5;1,22716;1,22719;1,22687;1,22687
05.01.2021;3;10;1,22689;1,227;1,22669;1,22672
05.01.2021;3;15;1,22673;1,22675;1,22659;1,22673
05.01.2021;3;20;1,22673;1,22694;1,22672;1,22689
05.01.2021;3;25;1,22689;1,22692;1,22664;1,22672
05.01.2021;3;30;1,22672;1,2268;1,22664;1,22672
05.01.2021;3;35;1,22673;1,22682;1,22671;1,22674
05.01.2021;3;40;1,22674;1,22684;1,22672;1,22681
05.01.2021;3;45;1,2268;1,22701;1,2268;1,22686
05.01.2021;3;50;1,22688;1,22694;1,22681;1,22689
05.01.2021;3;55;1,22688;1,22696;1,22679;1,22689
05.01.2021;4;0;1,22689;1,2271;1,22689;1,22707
05.01.2021;4;5;1,22708;1,22719;1,22704;1,22705
05.01.2021;4;10;1,22703;1,22716;1,227;1,22705
05.01.2021;4;15;1,22704;1,22713;1,22697;1,22711
05.01.2021;4;20;1,2271;1,22722;1,22704;1,2272
05.01.2021;4;25;1,2272;1,2272;1,22703;1,22706
05.01.2021;4;30;1,22705;1,22708;1,22687;1,22688
05.01.2021;4;35;1,22689;1,22695;1,22677;1,22687
05.01.2021;4;40;1,22686;1,22699;1,22671;1,22677
05.01.2021;4;45;1,22676;1,22706;1,22672;1,22703
05.01.2021;4;50;1,22705;1,22724;1,22705;1,22719
05.01.2021;4;55;1,22719;1,22733;1,22717;1,22724
05.01.2021;5;0;1,22724;1,22733;1,22689;1,22692
05.01.2021;5;5;1,2269;1,22701;1,22674;1,22675
05.01.2021;5;10;1,22676;1,2269;1,22668;1,22688
05.01.2021;5;15;1,22688;1,22692;1,22668;1,22686
05.01.2021;5;20;1,22687;1,22698;1,2268;1,22695
05.01.2021;5;25;1,22695;1,22702;1,22671;1,22671
05.01.2021;5;30;1,22671;1,22683;1,22665;1,22682
05.01.2021;5;35;1,2268;1,22709;1,22678;1,22702
05.01.2021;5;40;1,22702;1,2274;1,227;1,22731
05.01.2021;5;45;1,22731;1,22735;1,22717;1,22731
05.01.2021;5;50;1,22731;1,22743;1,22701;1,22707
05.01.2021;5;55;1,22708;1,22708;1,22686;1,22694
05.01.2021;6;0;1,22694;1,22703;1,22635;1,22647
05.01.2021;6;5;1,22648;1,22652;1,22613;1,22623
05.01.2021;6;10;1,22625;1,22662;1,22615;1,22646
05.01.2021;6;15;1,22645;1,227;1,2264;1,22691
05.01.2021;6;20;1,2269;1,22706;1,22662;1,22662
05.01.2021;6;25;1,22661;1,2271;1,2266;1,22699
05.01.2021;6;30;1,22698;1,22706;1,22667;1,2267
05.01.2021;6;35;1,22669;1,22674;1,22629;1,22655
05.01.2021;6;40;1,22656;1,22661;1,22637;1,2265
05.01.2021;6;45;1,22651;1,22662;1,226;1,226
05.01.2021;6;50;1,226;1,2262;1,22599;1,22602
05.01.2021;6;55;1,22601;1,22604;1,22552;1,22581
05.01.2021;7;0;1,22581;1,22626;1,22581;1,22592
05.01.2021;7;5;1,22595;1,22673;1,22592;1,22673
05.01.2021;7;10;1,22672;1,22728;1,22666;1,22695
05.01.2021;7;15;1,22695;1,22787;1,22689;1,22766
05.01.2021;7;20;1,22763;1,22775;1,2268;1,227
05.01.2021;7;25;1,22699;1,22709;1,22665;1,22671
05.01.2021;7;30;1,22672;1,22696;1,2266;1,22678
05.01.2021;7;35;1,22678;1,22692;1,2261;1,22618
05.01.2021;7;40;1,22617;1,22688;1,22617;1,22688
05.01.2021;7;45;1,22687;1,22708;1,22667;1,22698
05.01.2021;7;50;1,227;1,22736;1,22686;1,22698
05.01.2021;7;55;1,22697;1,22752;1,22696;1,22742
05.01.2021;8;0;1,22741;1,2275;1,2272;1,22745
05.01.2021;8;5;1,22743;1,22804;1,22729;1,22767
05.01.2021;8;10;1,22768;1,22773;1,22757;1,22768
05.01.2021;8;15;1,22768;1,22773;1,22757;1,22763
05.01.2021;8;20;1,22763;1,22812;1,22746;1,22808
05.01.2021;8;25;1,22808;1,22839;1,22807;1,22838
05.01.2021;8;30;1,22838;1,22839;1,22755;1,22784
05.01.2021;8;35;1,22785;1,22785;1,22742;1,22771
05.01.2021;8;40;1,2277;1,22822;1,22759;1,22783
05.01.2021;8;45;1,22782;1,22814;1,22769;1,22776
05.01.2021;8;50;1,22775;1,22784;1,22717;1,22717
05.01.2021;8;55;1,22718;1,22732;1,22684;1,22722
05.01.2021;9;0;1,22722;1,22735;1,22714;1,22731
